path,disease_class,filename,hash
/Users/amirah/Ghiras's datast/THE DATA/Tomato_healthy/e786ac89-29fe-47e3-b49e-b9a9ee7edd9d___GH_HL Leaf 342.1.JPG,Tomato_healthy,e786ac89-29fe-47e3-b49e-b9a9ee7edd9d___GH_HL Leaf 342.1.JPG,3dab5eb1192b5c43fd3015490cf0b18f
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/31.jpeg,banana_healthy,31.jpeg,8ff215ddcde2d26583eede978409cf37
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/104.jpeg,banana_healthy,104.jpeg,103895a253890ac041f064709c2863d9
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/1.jpeg,banana_healthy,1.jpeg,bd2592abbaee86a4f508a83697523739
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/124.jpeg,banana_healthy,124.jpeg,02a70c19e48f114144023a20f55c1e11
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/11.jpeg,banana_healthy,11.jpeg,b8e656e7994dd6e43f77f706727cb6de
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/16.jpeg,banana_healthy,16.jpeg,706e1fd576706b3efa77baa14e9d13fc
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/57.jpeg,banana_healthy,57.jpeg,2287b1fe6ef722724c05550a8d4ee8de
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/56.jpeg,banana_healthy,56.jpeg,b781341a9a2727291300efb6a340180c
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/40.jpeg,banana_healthy,40.jpeg,0102a02819d1d09ba69cd01ea6f23e97
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/21.jpeg,banana_healthy,21.jpeg,cb0ce9e0e49ba92d94ba6198168073fd
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/63.jpeg,banana_healthy,63.jpeg,be33d89e750846203d57b7130af10e32
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/8.jpeg,banana_healthy,8.jpeg,bff2d5cac7ee1053bfe85de7c1f8c7d6
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/59.jpeg,banana_healthy,59.jpeg,11968cca150179dcd68a52a25554a63a
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/101.jpeg,banana_healthy,101.jpeg,7dcc65cd8dc633c451a037dc2396c00c
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/4.jpeg,banana_healthy,4.jpeg,843b86095f6266d9a1fb54849e3afd43
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/42.jpeg,banana_healthy,42.jpeg,0791a7080e766d3f633c4eff19fb3401
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/39.jpeg,banana_healthy,39.jpeg,fc8c159772097f22f03e72b08aeddc52
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/58.jpeg,banana_healthy,58.jpeg,fdbf5373908e4b8eb3787093be153309
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/23.jpeg,banana_healthy,23.jpeg,81f939b8e0ca36586e5e6f60ff1c2118
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/62.jpeg,banana_healthy,62.jpeg,2e2e1e230a7ed4aaf40ec07f131a14f2
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/9.jpeg,banana_healthy,9.jpeg,24eddb36357966e0065d0df2cdcaa46a
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/2.jpeg,banana_healthy,2.jpeg,e64554c853770cea3e54ee12a1d3833c
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/127.jpeg,banana_healthy,127.jpeg,1e722f8bde13deb9ab2671af9bd501e8
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/45.jpeg,banana_healthy,45.jpeg,d4dffd25b15587b4a1d6a68c829f2f3a
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/32.jpeg,banana_healthy,32.jpeg,a782f3b34f5fa99ec982d35b048ab408
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/107.jpeg,banana_healthy,107.jpeg,d4203e2953460ece5ff3b0a341d6476e
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/49.jpeg,banana_healthy,49.jpeg,e17aa1851d19b3c25ddd4f9718a3be29
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/111.jpeg,banana_healthy,111.jpeg,c3d6ffa558ce4c92b0f134b4553a0c11
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/48.jpeg,banana_healthy,48.jpeg,533146ec6a064d24e853287676525b2e
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/110.jpeg,banana_healthy,110.jpeg,5dc0fc32ca8a28e7a29970800a0ff625
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/106.jpeg,banana_healthy,106.jpeg,9471d5593ba1dad011f27c32f303f3e8
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/25.jpeg,banana_healthy,25.jpeg,a1ff2939c5aa15eccca8fec3d37fdc77
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/33.jpeg,banana_healthy,33.jpeg,353441c29e29517a6d839ada753c9056
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/44.jpeg,banana_healthy,44.jpeg,4928ed28279c1e48d4790ac1ab6b9501
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/13.jpeg,banana_healthy,13.jpeg,37ffc1da83042e4b6eee458eb5a13060
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/29.jpeg,banana_healthy,29.jpeg,7ca3d8f96158e8e9f746f73973119d94
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/126.jpeg,banana_healthy,126.jpeg,a7d471faffc66ce20818366f17adae7c
/Users/amirah/Ghiras's datast/THE DATA/banana_healthy/3.jpeg,banana_healthy,3.jpeg,f5204d18fc11451eaf7450bb07826421
/Users/amirah/Ghiras's datast/THE DATA/chili_Bacterial_Spot/Bacterial Spot00155.JPG,chili_Bacterial_Spot,Bacterial Spot00155.JPG,70b673ba285a14a568edac1a5f882167
/Users/amirah/Ghiras's datast/THE DATA/chili_Bacterial_Spot/Bacterial Spot00150.JPG,chili_Bacterial_Spot,Bacterial Spot00150.JPG,5335ff75a957ac210a26c2276b9d7b59
/Users/amirah/Ghiras's datast/THE DATA/chili_Bacterial_Spot/Bacterial Spot00152.JPG,chili_Bacterial_Spot,Bacterial Spot00152.JPG,9afb612f61091d46a119188575d1b8e7
/Users/amirah/Ghiras's datast/THE DATA/chili_Bacterial_Spot/Bacterial Spot00153.JPG,chili_Bacterial_Spot,Bacterial Spot00153.JPG,880c17267dd1b5486ab27b1df97d29c3
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-64.JPG,olive_Healthy,B-64.JPG,a28c04166bfe176a8aecfcc234bfc752
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-365 - Kopya.jpg,olive_Healthy,B-365 - Kopya.jpg,98ff3ac5cab4d0d2229482db10fad0c7
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-138.JPG,olive_Healthy,B-138.JPG,06932651980143bf26c6d5217abed9c4
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-366 - Kopya.jpg,olive_Healthy,B-366 - Kopya.jpg,7b28adac54eef73b851b7f8d06bbe75c
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-104.JPG,olive_Healthy,B-104.JPG,ce37348a52566ca03f0d5de16f1fd946
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-528.JPG,olive_Healthy,B-528.JPG,e1910a3998a1bf2b6ef596882444de60
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-529.JPG,olive_Healthy,B-529.JPG,3d8827af936c49a9edd08ea0e5ef89db
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-105.JPG,olive_Healthy,B-105.JPG,5568518a493091c7f5277f85b2efd70a
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-113.JPG,olive_Healthy,B-113.JPG,e1910a3998a1bf2b6ef596882444de60
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-611 - Kopya.jpg,olive_Healthy,B-611 - Kopya.jpg,ea8873561a2cd8f738fb278800db9f1d
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-112.JPG,olive_Healthy,B-112.JPG,5f1732172ff3bdfdc2dca0a6c8815820
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-115.JPG,olive_Healthy,B-115.JPG,3d8827af936c49a9edd08ea0e5ef89db
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-363 - Kopya.jpg,olive_Healthy,B-363 - Kopya.jpg,b2ef56bec87333542c7258e12eda82ee
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-364 - Kopya.jpg,olive_Healthy,B-364 - Kopya.jpg,772318efd7dff0e25654ac4c1e318081
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-131 - Kopya.JPG,olive_Healthy,B-131 - Kopya.JPG,f11f559c8fcebcd5d911f2473b1fe97d
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-124.JPG,olive_Healthy,B-124.JPG,09b432320e09849f81ffcd9fdc131e91
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-132.JPG,olive_Healthy,B-132.JPG,da245e75b44cc429b3623eadf10e9c84
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-126.JPG,olive_Healthy,B-126.JPG,753312177335b5bc0e3cd2bcc2d22c31
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-116 - Kopya.JPG,olive_Healthy,B-116 - Kopya.JPG,1b4755c055a7973722f0b997597e29c0
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-113 - Kopya.JPG,olive_Healthy,B-113 - Kopya.JPG,e1910a3998a1bf2b6ef596882444de60
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-526.JPG,olive_Healthy,B-526.JPG,d5eea2d1a80978137beda2b8765a8fc7
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-122.JPG,olive_Healthy,B-122.JPG,64ef8c91f74274e941eb50e8084e9e7a
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-120.JPG,olive_Healthy,B-120.JPG,a28c04166bfe176a8aecfcc234bfc752
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-134.JPG,olive_Healthy,B-134.JPG,419705fdb200a937bb00d4de82ceb6db
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-108.JPG,olive_Healthy,B-108.JPG,d5eea2d1a80978137beda2b8765a8fc7
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-531.JPG,olive_Healthy,B-531.JPG,77896be8610667e984b49f5374612a3d
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-146.JPG,olive_Healthy,B-146.JPG,bc48bf79d30b5cbaa5d56f4cdaf2df65
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-68.JPG,olive_Healthy,B-68.JPG,3b021689d353f5c1228cd85a0c07b9ee
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-40.JPG,olive_Healthy,B-40.JPG,65ed47f2e27474b90eff0d5c13922040
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-119 - Kopya.JPG,olive_Healthy,B-119 - Kopya.JPG,0b764450c49f37e7012a20a4d4d5dc6b
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-55.JPG,olive_Healthy,B-55.JPG,e1910a3998a1bf2b6ef596882444de60
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-41.JPG,olive_Healthy,B-41.JPG,1b4755c055a7973722f0b997597e29c0
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-96.JPG,olive_Healthy,B-96.JPG,928b479fd6d2308cbd90b34146a3334e
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-621.jpg,olive_Healthy,B-621.jpg,490bd1af9f119f5a0e0c46ba6e5cc42c
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-179.JPG,olive_Healthy,B-179.JPG,fb5593a97015a50eb2751fee45d3d2e5
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-94.JPG,olive_Healthy,B-94.JPG,f32161778786f17b5c6d5984922c606c
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-80.JPG,olive_Healthy,B-80.JPG,20a20e1ba5d8493f76ef456b307ad888
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-42.JPG,olive_Healthy,B-42.JPG,15d1c708e2f69ea393b1d41d01a46826
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-56.JPG,olive_Healthy,B-56.JPG,3d8827af936c49a9edd08ea0e5ef89db
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-144.JPG,olive_Healthy,B-144.JPG,df66c27f830847eb06d5f2d7744b5300
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-81.JPG,olive_Healthy,B-81.JPG,8756f02439fb7d338db9836477671769
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-95.JPG,olive_Healthy,B-95.JPG,a1ee7fee203ee64a8b331c9d56e29429
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-91.JPG,olive_Healthy,B-91.JPG,70bc498157e5732410668657d5268f9c
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-85.JPG,olive_Healthy,B-85.JPG,18891a4d3b664945296bd230796e0737
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-140.JPG,olive_Healthy,B-140.JPG,f3dcacc41dd4b6bc5c4bf8dba2e802a7
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-52.JPG,olive_Healthy,B-52.JPG,d773aa5a4268aaa02456c72c1ff05849
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-46.JPG,olive_Healthy,B-46.JPG,929eefccf692631c7ea2d3f3287e72cb
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-109 - Kopya.JPG,olive_Healthy,B-109 - Kopya.JPG,4a6f6573e05e6d42d9e1c26537b8d95d
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-182.JPG,olive_Healthy,B-182.JPG,bb087e0f3173ebd4352251fd2341a7f2
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-53.JPG,olive_Healthy,B-53.JPG,d5eea2d1a80978137beda2b8765a8fc7
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-155.JPG,olive_Healthy,B-155.JPG,8939bf56d4748ceb04872a3cb086fb80
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-92.JPG,olive_Healthy,B-92.JPG,a7d9a3ee202c864ed0bdc0d135ed0f5d
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-180.JPG,olive_Healthy,B-180.JPG,66fb1fff6bc4b4b12de8a4a0ad7d4172
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-45.JPG,olive_Healthy,B-45.JPG,66d25958f28a5658b323323793c46c34
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-51.JPG,olive_Healthy,B-51.JPG,eea84113eba344e66745b0b7b1e15385
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-132 - Kopya.JPG,olive_Healthy,B-132 - Kopya.JPG,da245e75b44cc429b3623eadf10e9c84
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-367 - Kopya.jpg,olive_Healthy,B-367 - Kopya.jpg,89a7a08ca873b483f454026f6b5f358c
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-50.JPG,olive_Healthy,B-50.JPG,d10362dc1e20207322f244adf2803a55
/Users/amirah/Ghiras's datast/THE DATA/olive_Healthy/B-44.JPG,olive_Healthy,B-44.JPG,19191d5ee94ea404598a74dafcabcaa9
/Users/amirah/Ghiras's datast/THE DATA/olive_aculus_olearius/361.jpg,olive_aculus_olearius,361.jpg,e4267bd66798f461ed06aa41a37c56b8
/Users/amirah/Ghiras's datast/THE DATA/olive_aculus_olearius/364.jpg,olive_aculus_olearius,364.jpg,36e92894be206a6b6e0d897ef0dc83da
/Users/amirah/Ghiras's datast/THE DATA/olive_aculus_olearius/A698.JPG,olive_aculus_olearius,A698.JPG,412bb30f63e0e9950961f61b41939bcf
/Users/amirah/Ghiras's datast/THE DATA/olive_aculus_olearius/383.jpg,olive_aculus_olearius,383.jpg,8e9e334ce507a7fbeab70ddd00c9d91a
/Users/amirah/Ghiras's datast/THE DATA/olive_aculus_olearius/55.jpg,olive_aculus_olearius,55.jpg,bc60115913c4344190387f9047a9361c
/Users/amirah/Ghiras's datast/THE DATA/olive_aculus_olearius/356.jpg,olive_aculus_olearius,356.jpg,fbb4aaeea03e9abcad1041dba6d45c44
